Report generated on January 2022.
Detailed sales data for year 2021.


ID	Order ID	Customer Name	State	Region-Rep	Product	Category	Quarter	Numeral	Order Date	Shipped Date	Quantity	Price	Total Sales
1254	3650	Hudson's MensWear	MS	Southeast-Mason	Laptop	Computers	Quarter 4	Fourth	11/26/2021	12/1/2021	23	$329.25	"$7,408.13"
1616	3651	Hughes & Hatcher	AK	West-Reyes	Mobile phone	Cameras and Phones	Quarter 4	Fourth	12/25/2021	12/31/2021	22	$285.99	"$6,377.58"
1786	3652	Building with Heart	ID	West-Reyes	Camera	Cameras and Phones	Quarter 2	Second	5/16/2021	5/17/2021	18	$299.00	"$5,501.60"
1327	3653	Quest Technology Service	SC	Southeast-Mason	Video game console	Game Consoles	Quarter 3	Third	8/14/2021	8/18/2021	6	$349.00	"$2,059.10"
654	3654	Rudison Technologies	ME	Northeast-Price	Printer	Printers	Quarter 4	Fourth	11/20/2021	11/26/2021	13	$99.99	"$1,279.87"
172	3655	Mr. Steak	MI	Midwest-Tucker	Mobile phone	Cameras and Phones	Quarter 1	First	1/29/2021	1/31/2021	24	$285.99	"$6,892.36"
293	3656	Asiatic Solutions	ND	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 2	Second	4/7/2021	4/12/2021	9	$299.00	"$2,750.80"
1742	3657	Keeney's	HI	West-Reyes	Tablet computer	Computers	Quarter 4	Fourth	12/14/2021	12/16/2021	25	$325.00	"$7,962.50"
62	3658	Smitty's Marketplace	IL	Midwest-Tucker	Laptop	Computers	Quarter 4	Fourth	12/16/2021	12/21/2021	23	$329.25	"$7,704.45"
885	3659	Raleigh's	VT	Northeast-Carter	Bluetooth speaker	Audio-Video	Quarter 1	First	2/28/2021	3/6/2021	20	$154.95	"$3,114.50"
25	3660	Thorofare	IA	Midwest-Alvarez	Printer	Printers	Quarter 1	First	1/28/2021	1/28/2021	16	$99.99	"$1,599.84"
1787	3661	Patterson-Fletcher	ID	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 1	First	3/23/2021	3/27/2021	6	$154.95	$898.71
1836	3662	The Family Sing Center	MT	West-Reyes	Tablet computer	Computers	Quarter 3	Third	9/27/2021	9/27/2021	21	$325.00	"$6,955.00"
335	3663	The Wall	NE	Midwest-Alvarez	Video game console	Game Consoles	Quarter 1	First	2/7/2021	2/10/2021	17	$349.00	"$5,793.40"
1788	3664	Building with Heart	ID	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 1	First	1/18/2021	1/19/2021	10	$154.95	"$1,503.02"
1424	3665	De Pinna	WV	Southeast-Oliver	Printer	Printers	Quarter 4	Fourth	10/28/2021	10/30/2021	9	$99.99	$869.91
102	3666	National Hardgoods Distributors	IN	Midwest-Tucker	Music player	Audio-Video	Quarter 4	Fourth	10/3/2021	10/4/2021	12	$134.99	"$1,673.88"
1140	3667	Life's Gold	GA	Southeast-Oliver	Video game console	Game Consoles	Quarter 2	Second	5/23/2021	5/23/2021	25	$349.00	"$8,725.00"
1837	3668	Quality Realty Service	MT	West-Reyes	Video game console	Game Consoles	Quarter 4	Fourth	11/23/2021	11/25/2021	22	$349.00	"$7,608.20"
173	3669	Best Products	MI	Midwest-Tucker	Printer	Printers	Quarter 1	First	1/29/2021	2/4/2021	10	$99.99	$969.90
1617	3670	Luskin's	AK	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 2	Second	4/1/2021	4/1/2021	24	$154.95	"$3,734.30"
782	3671	Sea-Zones Greeting Card Company	NY	Northeast-Price	Tablet computer	Computers	Quarter 2	Second	6/8/2021	6/12/2021	8	$325.00	"$2,437.50"
63	3672	Music Plus	IL	Midwest-Tucker	Tablet computer	Computers	Quarter 3	Third	9/21/2021	9/24/2021	13	$325.00	"$4,355.00"
1141	3673	Greene City BBQ Kitchen	GA	Southeast-Mason	Television	Audio-Video	Quarter 2	Second	6/2/2021	6/3/2021	10	$295.19	"$2,833.82"
1917	3674	Keeney's	UT	West-Reyes	Camera	Cameras and Phones	Quarter 3	Third	8/29/2021	9/2/2021	12	$299.00	"$3,528.20"
655	3675	Whitlocks Auto Supply	ME	Northeast-Carter	Bluetooth speaker	Audio-Video	Quarter 3	Third	9/4/2021	9/10/2021	13	$154.95	"$2,076.33"
103	3676	Skaggs-Alpha Beta	IN	Midwest-Alvarez	Television	Audio-Video	Quarter 1	First	2/9/2021	2/10/2021	25	$295.19	"$7,350.23"
1255	3677	Greene City Nursery School	MS	Southeast-Oliver	Camera	Cameras and Phones	Quarter 3	Third	8/8/2021	8/14/2021	17	$299.00	"$4,993.30"
1104	3678	Olson's Market	FL	Southeast-Oliver	Mobile phone	Cameras and Phones	Quarter 2	Second	6/4/2021	6/6/2021	11	$285.99	"$3,002.90"
886	3679	Pointers	VT	Northeast-Carter	Camera	Cameras and Phones	Quarter 3	Third	8/12/2021	8/13/2021	20	$299.00	"$5,980.00"
821	3680	Rustler Steak House	PA	Northeast-Price	Tablet computer	Computers	Quarter 3	Third	7/8/2021	7/11/2021	21	$325.00	"$6,825.00"
656	3681	Rite Solution	ME	Northeast-Price	Mobile phone	Cameras and Phones	Quarter 4	Fourth	11/30/2021	11/30/2021	11	$285.99	"$3,031.49"
210	3682	Cala Foods	MN	Midwest-Tucker	Tablet computer	Computers	Quarter 3	Third	7/15/2021	7/17/2021	23	$325.00	"$7,475.00"
1743	3683	Sportmart	HI	West-Reyes	Tablet computer	Computers	Quarter 1	First	2/26/2021	3/2/2021	18	$325.00	"$5,850.00"
568	3684	Waccamaw Pottery	MA	Northeast-Carter	Laptop	Computers	Quarter 2	Second	5/17/2021	5/22/2021	19	$329.25	"$6,156.98"
1508	3685	Earthworks Yard Maintenance	NM	Southwest-Adams	Camera	Cameras and Phones	Quarter 4	Fourth	12/16/2021	12/22/2021	8	$299.00	"$2,362.10"
1425	3686	Hudson's MensWear	WV	Southeast-Oliver	Tablet computer	Computers	Quarter 3	Third	9/19/2021	9/23/2021	20	$325.00	"$6,467.50"
1542	3687	Whitlocks Auto Supply	OK	Southwest-Adams	Tablet computer	Computers	Quarter 2	Second	5/8/2021	5/11/2021	24	$325.00	"$7,735.00"
1872	3688	Greene City BBQ Kitchen	NV	West-Reyes	Music player	Audio-Video	Quarter 4	Fourth	12/10/2021	12/16/2021	12	$134.99	"$1,646.88"
444	3689	Mixed Messages Media	WI	Midwest-Alvarez	Printer	Printers	Quarter 1	First	2/14/2021	2/16/2021	17	$99.99	"$1,699.83"
1838	3690	Greene City National Bank	MT	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/16/2021	7/22/2021	18	$154.95	"$2,758.11"
1703	3691	Best Products	CO	West-Reyes	Tablet computer	Computers	Quarter 2	Second	6/20/2021	6/24/2021	5	$325.00	"$1,690.00"
657	3692	Greene City BBQ Kitchen	ME	Northeast-Carter	Camera	Cameras and Phones	Quarter 2	Second	4/9/2021	4/13/2021	11	$299.00	"$3,408.60"
294	3693	Greene City National Bank	ND	Midwest-Alvarez	Tablet computer	Computers	Quarter 4	Fourth	10/1/2021	10/3/2021	8	$325.00	"$2,535.00"
569	3694	The Wall	MA	Northeast-Price	Camera	Cameras and Phones	Quarter 2	Second	5/15/2021	5/19/2021	23	$299.00	"$6,996.60"
1386	3695	Cala Foods	VA	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 4	Fourth	12/20/2021	12/25/2021	23	$285.99	"$6,549.17"
1219	3696	Konsili	LA	Southeast-Oliver	Mobile phone	Cameras and Phones	Quarter 1	First	2/20/2021	2/23/2021	9	$285.99	"$2,631.11"
822	3697	John Plain	PA	Northeast-Carter	Television	Audio-Video	Quarter 4	Fourth	12/4/2021	12/5/2021	13	$295.19	"$3,896.51"
1017	3698	Thorofare	AL	Southeast-Mason	Tablet computer	Computers	Quarter 4	Fourth	10/20/2021	10/25/2021	17	$325.00	"$5,590.00"
658	3699	Building with Heart	ME	Northeast-Price	Camera	Cameras and Phones	Quarter 2	Second	4/10/2021	4/10/2021	24	$299.00	"$7,295.60"
1789	3700	The Family Sing Center	ID	West-Reyes	Camera	Cameras and Phones	Quarter 1	First	3/13/2021	3/16/2021	25	$299.00	"$7,475.00"
1918	3701	Kessel Food Market	UT	West-Reyes	Printer	Printers	Quarter 2	Second	4/20/2021	4/25/2021	12	$99.99	"$1,209.88"
1839	3702	Realty Zone	MT	West-Reyes	Music player	Audio-Video	Quarter 2	Second	5/5/2021	5/11/2021	14	$134.99	"$1,876.36"
1256	3703	Skaggs-Alpha Beta	MS	Southeast-Mason	Video game console	Game Consoles	Quarter 3	Third	7/1/2021	7/6/2021	14	$349.00	"$4,990.70"
1618	3704	Skaggs-Alpha Beta	AK	West-Reyes	Television	Audio-Video	Quarter 2	Second	4/24/2021	4/30/2021	24	$295.19	"$7,025.52"
887	3705	Raleigh's	VT	Northeast-Carter	Laptop	Computers	Quarter 2	Second	5/6/2021	5/12/2021	18	$329.25	"$5,794.80"
370	3706	Luskin's	OH	Midwest-Alvarez	Laptop	Computers	Quarter 2	Second	5/12/2021	5/14/2021	19	$329.25	"$6,189.90"
371	3707	Hughes & Hatcher	OH	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/18/2021	7/22/2021	7	$154.95	"$1,146.63"
295	3708	Knox Lumber	ND	Midwest-Alvarez	Video game console	Game Consoles	Quarter 3	Third	8/2/2021	8/3/2021	12	$349.00	"$4,222.90"
211	3709	Thorofare	MN	Midwest-Alvarez	Television	Audio-Video	Quarter 4	Fourth	10/9/2021	10/11/2021	15	$295.19	"$4,368.81"
888	3710	Balanced Fortune	VT	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 2	Second	5/28/2021	5/28/2021	13	$285.99	"$3,746.47"
1543	3711	Big D Supermarkets	OK	Southwest-Adams	Television	Audio-Video	Quarter 1	First	2/17/2021	2/21/2021	14	$295.19	"$4,103.14"
372	3712	Network Air	OH	Midwest-Alvarez	Laptop	Computers	Quarter 2	Second	4/6/2021	4/7/2021	13	$329.25	"$4,214.40"
976	3713	Compact Disc Center	WA	NorthWest-Barnes	Laptop	Computers	Quarter 3	Third	9/22/2021	9/22/2021	6	$329.25	"$1,909.65"
856	3714	Chloe Community Gallery and Workshop	RI	Northeast-Carter	Camera	Cameras and Phones	Quarter 3	Third	7/20/2021	7/20/2021	23	$299.00	"$6,966.70"
659	3715	Mr. Steak	ME	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 3	Third	9/23/2021	9/23/2021	23	$285.99	"$6,463.37"
64	3716	Rudison Technologies	IL	Midwest-Tucker	Tablet computer	Computers	Quarter 2	Second	5/11/2021	5/12/2021	13	$325.00	"$4,127.50"
1328	3717	Whitlocks Auto Supply	SC	Southeast-Oliver	Music player	Audio-Video	Quarter 1	First	3/20/2021	3/25/2021	18	$134.99	"$2,402.82"
252	3718	Knockout Kickboxing	MO	Midwest-Alvarez	Music player	Audio-Video	Quarter 2	Second	5/11/2021	5/14/2021	10	$134.99	"$1,322.90"
1387	3719	Knockout Kickboxing	VA	Southeast-Mason	Video game console	Game Consoles	Quarter 4	Fourth	10/7/2021	10/7/2021	19	$349.00	"$6,770.60"
1105	3720	A Plus Lawn Care	FL	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 3	Third	7/26/2021	8/1/2021	12	$285.99	"$3,346.08"
1704	3721	Mr. Steak	CO	West-Reyes	Video game console	Game Consoles	Quarter 2	Second	5/27/2021	5/31/2021	8	$349.00	"$2,722.20"
65	3722	Earthworks Yard Maintenance	IL	Midwest-Tucker	Television	Audio-Video	Quarter 3	Third	8/21/2021	8/23/2021	8	$295.19	"$2,391.04"
1659	3723	Rite Solution	CA	West-Reyes	Camera	Cameras and Phones	Quarter 3	Third	7/25/2021	7/26/2021	22	$299.00	"$6,428.50"
570	3724	Cala Foods	MA	Northeast-Carter	Printer	Printers	Quarter 4	Fourth	11/30/2021	12/6/2021	19	$99.99	"$1,929.81"
1220	3725	Kessel Food Market	LA	Southeast-Oliver	Printer	Printers	Quarter 4	Fourth	11/10/2021	11/15/2021	21	$99.99	"$2,069.79"
1948	3726	Hudson's MensWear	WY	West-Reyes	Camera	Cameras and Phones	Quarter 2	Second	6/27/2021	7/2/2021	18	$299.00	"$5,501.60"
691	3727	Kessel Food Market	NH	Northeast-Carter	Television	Audio-Video	Quarter 3	Third	8/31/2021	9/6/2021	9	$295.19	"$2,597.67"
1660	3728	Quest Technology Service	CA	West-Reyes	Video game console	Game Consoles	Quarter 2	Second	5/20/2021	5/26/2021	22	$349.00	"$7,573.30"
692	3729	Flagg Bros. Shoes	NH	Northeast-Price	Camera	Cameras and Phones	Quarter 2	Second	5/30/2021	6/4/2021	19	$299.00	"$5,740.80"
1705	3730	Rudison Technologies	CO	West-Reyes	Tablet computer	Computers	Quarter 2	Second	6/11/2021	6/11/2021	16	$325.00	"$5,167.50"
66	3731	John Plain	IL	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 1	First	3/28/2021	3/29/2021	23	$299.00	"$6,727.50"
1873	3732	Perisolution	NV	West-Reyes	Laptop	Computers	Quarter 2	Second	4/18/2021	4/22/2021	21	$329.25	"$6,881.33"
693	3733	Sportmart	NH	Northeast-Carter	Laptop	Computers	Quarter 1	First	3/17/2021	3/18/2021	9	$329.25	"$3,029.10"
1840	3734	Music Plus	MT	West-Reyes	Television	Audio-Video	Quarter 3	Third	8/23/2021	8/26/2021	7	$295.19	"$2,095.85"
1018	3735	Little Tavern	AL	Southeast-Oliver	Television	Audio-Video	Quarter 4	Fourth	10/19/2021	10/20/2021	7	$295.19	"$1,977.77"
1790	3736	Quality Realty Service	ID	West-Reyes	Printer	Printers	Quarter 3	Third	9/19/2021	9/19/2021	10	$99.99	"$1,019.90"
1949	3737	Greene City BBQ Kitchen	WY	West-Reyes	Music player	Audio-Video	Quarter 1	First	3/12/2021	3/16/2021	12	$134.99	"$1,579.38"
174	3738	Chloe Community Gallery and Workshop	MI	Midwest-Tucker	Tablet computer	Computers	Quarter 4	Fourth	12/18/2021	12/21/2021	13	$325.00	"$4,160.00"
929	3739	Little Tavern	OR	NorthWest-Barnes	Video game console	Game Consoles	Quarter 2	Second	4/1/2021	4/7/2021	7	$349.00	"$2,408.10"
977	3740	Mixed Messages Media	WA	NorthWest-Barnes	Mobile phone	Cameras and Phones	Quarter 1	First	3/27/2021	4/2/2021	9	$285.99	"$2,545.31"
735	3741	Luskin's	NJ	Northeast-Carter	Television	Audio-Video	Quarter 4	Fourth	10/13/2021	10/18/2021	8	$295.19	"$2,361.52"
1583	3742	De Pinna	TX	Southwest-Adams	Printer	Printers	Quarter 3	Third	8/18/2021	8/18/2021	16	$99.99	"$1,569.84"
736	3743	Greene City BBQ Kitchen	NJ	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	12/1/2021	12/6/2021	9	$154.95	"$1,332.57"
1950	3744	Quality Realty Service	WY	West-Reyes	Laptop	Computers	Quarter 2	Second	4/6/2021	4/6/2021	18	$329.25	"$5,992.35"
253	3745	My Footprint Sports	MO	Midwest-Alvarez	Laptop	Computers	Quarter 4	Fourth	11/30/2021	12/5/2021	8	$329.25	"$2,732.78"
1291	3746	Waccamaw Pottery	NC	Southeast-Oliver	Television	Audio-Video	Quarter 3	Third	7/15/2021	7/18/2021	18	$295.19	"$5,165.83"
1053	3747	Thorofare	AR	Southeast-Oliver	Video game console	Game Consoles	Quarter 3	Third	8/18/2021	8/23/2021	20	$349.00	"$7,049.80"
373	3748	Knockout Kickboxing	OH	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 1	First	3/19/2021	3/22/2021	20	$285.99	"$5,691.20"
445	3749	John Plain	WI	Midwest-Tucker	Music player	Audio-Video	Quarter 2	Second	5/15/2021	5/21/2021	7	$134.99	$944.93
104	3750	Bit by Bit Fitness	IN	Midwest-Tucker	Music player	Audio-Video	Quarter 1	First	3/10/2021	3/15/2021	10	$134.99	"$1,376.90"
1464	3751	Cala Foods	AZ	Southwest-Adams	Tablet computer	Computers	Quarter 4	Fourth	10/15/2021	10/21/2021	16	$325.00	"$5,070.00"
1509	3752	My Footprint Sports	NM	Southwest-Adams	Bluetooth speaker	Audio-Video	Quarter 1	First	1/31/2021	2/3/2021	7	$154.95	"$1,084.65"
1744	3753	Bodega Club	HI	West-Reyes	Video game console	Game Consoles	Quarter 3	Third	8/14/2021	8/18/2021	12	$349.00	"$4,257.80"
1221	3754	Realty Zone	LA	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 2	Second	4/23/2021	4/29/2021	7	$285.99	"$1,887.53"
1841	3755	My Footprint Sports	MT	West-Reyes	Television	Audio-Video	Quarter 3	Third	9/1/2021	9/1/2021	9	$295.19	"$2,509.12"
254	3756	Greene City Legal Services	MO	Midwest-Tucker	Laptop	Computers	Quarter 1	First	1/24/2021	1/24/2021	11	$329.25	"$3,588.83"
374	3757	Cala Foods	OH	Midwest-Alvarez	Tablet computer	Computers	Quarter 4	Fourth	10/31/2021	11/5/2021	8	$325.00	"$2,535.00"
296	3758	Mixed Messages Media	ND	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 3	Third	9/26/2021	9/28/2021	23	$285.99	"$6,663.57"
1465	3759	Burger Chef	AZ	Southwest-Adams	Printer	Printers	Quarter 1	First	3/26/2021	3/28/2021	5	$99.99	$499.95
1745	3760	Smitty's Marketplace	HI	West-Reyes	Tablet computer	Computers	Quarter 2	Second	4/5/2021	4/10/2021	6	$325.00	"$1,885.00"
606	3761	Franklin Simon	MD	Northeast-Price	Television	Audio-Video	Quarter 4	Fourth	12/13/2021	12/16/2021	15	$295.19	"$4,309.77"
1054	3762	Cardinal Stores	AR	Southeast-Mason	Television	Audio-Video	Quarter 3	Third	9/8/2021	9/13/2021	24	$295.19	"$7,114.08"
336	3763	Life's Gold	NE	Midwest-Tucker	Mobile phone	Cameras and Phones	Quarter 3	Third	9/2/2021	9/6/2021	12	$285.99	"$3,288.89"
737	3764	Mr. Steak	NJ	Northeast-Price	Camera	Cameras and Phones	Quarter 2	Second	6/12/2021	6/17/2021	14	$299.00	"$4,036.50"
375	3765	Raleigh's	OH	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 1	First	3/3/2021	3/3/2021	20	$299.00	"$5,830.50"
26	3766	CSK Auto	IA	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 3	Third	7/24/2021	7/25/2021	19	$285.99	"$5,348.01"
1746	3767	Greene City Nursery School	HI	West-Reyes	Television	Audio-Video	Quarter 3	Third	9/8/2021	9/8/2021	9	$295.19	"$2,686.23"
446	3768	Burger Chef	WI	Midwest-Tucker	Bluetooth speaker	Audio-Video	Quarter 3	Third	7/13/2021	7/17/2021	7	$154.95	"$1,069.16"
141	3769	Music Plus	KS	Midwest-Alvarez	Music player	Audio-Video	Quarter 2	Second	5/4/2021	5/4/2021	11	$134.99	"$1,538.89"
175	3770	Bit by Bit Fitness	MI	Midwest-Tucker	Video game console	Game Consoles	Quarter 2	Second	5/9/2021	5/12/2021	12	$349.00	"$4,118.20"
930	3771	Network Air	OR	NorthWest-Barnes	Laptop	Computers	Quarter 4	Fourth	12/7/2021	12/13/2021	15	$329.25	"$4,905.83"
571	3772	John Plain	MA	Northeast-Carter	Video game console	Game Consoles	Quarter 1	First	2/26/2021	3/3/2021	6	$349.00	"$2,059.10"
694	3773	Hughes & Hatcher	NH	Northeast-Carter	Television	Audio-Video	Quarter 1	First	1/31/2021	1/31/2021	18	$295.19	"$5,342.94"
1426	3774	Thorofare	WV	Southeast-Oliver	Music player	Audio-Video	Quarter 4	Fourth	12/2/2021	12/3/2021	13	$134.99	"$1,781.87"
783	3775	Sportmart	NY	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 3	Third	8/31/2021	9/2/2021	11	$285.99	"$3,203.09"
1706	3776	Hexa Web Hosting	CO	West-Reyes	Mobile phone	Cameras and Phones	Quarter 1	First	3/12/2021	3/17/2021	22	$285.99	"$6,291.78"
695	3777	Waccamaw Pottery	NH	Northeast-Price	Music player	Audio-Video	Quarter 3	Third	7/11/2021	7/12/2021	9	$134.99	"$1,187.91"
1257	3778	Rite Solution	MS	Southeast-Oliver	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/12/2021	6/13/2021	23	$154.95	"$3,563.85"
696	3779	Compact Disc Center	NH	Northeast-Price	Tablet computer	Computers	Quarter 2	Second	5/11/2021	5/17/2021	10	$325.00	"$3,087.50"
337	3780	Building with Heart	NE	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 3	Third	9/17/2021	9/21/2021	12	$154.95	"$1,905.89"
607	3781	Bit by Bit Fitness	MD	Northeast-Carter	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/23/2021	6/23/2021	14	$154.95	"$2,091.83"
1180	3782	Rite Solution	KY	Southeast-Oliver	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/9/2021	6/12/2021	12	$154.95	"$1,843.91"
1874	3783	Building with Heart	NV	West-Reyes	Television	Audio-Video	Quarter 1	First	2/18/2021	2/21/2021	24	$295.19	"$7,143.60"
857	3784	Thorofare	RI	Northeast-Carter	Laptop	Computers	Quarter 2	Second	5/21/2021	5/25/2021	23	$329.25	"$7,671.53"
1584	3785	Bodega Club	TX	Southwest-Adams	Mobile phone	Cameras and Phones	Quarter 4	Fourth	10/5/2021	10/5/2021	16	$285.99	"$4,547.24"
212	3786	Coconut's	MN	Midwest-Tucker	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	11/28/2021	11/28/2021	23	$154.95	"$3,548.36"
1055	3787	Ecofriendly Sporting	AR	Southeast-Mason	Music player	Audio-Video	Quarter 1	First	2/13/2021	2/18/2021	15	$134.99	"$1,970.85"
1466	3788	Burger Chef	AZ	Southwest-Adams	Music player	Audio-Video	Quarter 2	Second	5/13/2021	5/15/2021	11	$134.99	"$1,525.39"
67	3789	Garden Master	IL	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 3	Third	8/16/2021	8/21/2021	17	$154.95	"$2,649.65"
858	3790	Sportmart	RI	Northeast-Price	Laptop	Computers	Quarter 3	Third	9/6/2021	9/7/2021	23	$329.25	"$7,671.53"
338	3791	John Plain	NE	Midwest-Alvarez	Video game console	Game Consoles	Quarter 2	Second	6/14/2021	6/16/2021	24	$349.00	"$8,306.20"
68	3792	The Family Sing Center	IL	Midwest-Tucker	Bluetooth speaker	Audio-Video	Quarter 2	Second	4/30/2021	5/1/2021	13	$154.95	"$2,014.35"
376	3793	Mr. Steak	OH	Midwest-Alvarez	Music player	Audio-Video	Quarter 1	First	3/5/2021	3/5/2021	16	$134.99	"$2,132.84"
142	3794	Skaggs-Alpha Beta	PA	Northeast-Carter	Laptop	Computers	Quarter 2	Second	5/9/2021	5/15/2021	12	$329.25	"$4,082.70"
1222	3795	Greene City National Bank	LA	Southeast-Oliver	Music player	Audio-Video	Quarter 4	Fourth	11/4/2021	11/6/2021	15	$134.99	"$1,984.35"
1329	3796	Olson's Market	SC	Southeast-Oliver	Laptop	Computers	Quarter 2	Second	5/6/2021	5/7/2021	13	$329.25	"$4,313.18"
255	3797	Franklin Simon	MO	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/14/2021	6/14/2021	13	$154.95	"$2,060.84"
1292	3798	Building with Heart	NC	Southeast-Oliver	Tablet computer	Computers	Quarter 4	Fourth	12/21/2021	12/27/2021	17	$325.00	"$5,622.50"
608	3799	My Footprint Sports	MD	Northeast-Carter	Television	Audio-Video	Quarter 3	Third	7/25/2021	7/27/2021	21	$295.19	"$6,258.03"
1258	3800	Greene City Nursery School	MS	Southeast-Oliver	Music player	Audio-Video	Quarter 4	Fourth	11/2/2021	11/7/2021	9	$134.99	"$1,228.41"
823	3801	Whitlocks Auto Supply	PA	Northeast-Price	Music player	Audio-Video	Quarter 2	Second	6/5/2021	6/9/2021	20	$134.99	"$2,740.30"
1223	3802	Kessel Food Market	LA	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 2	Second	5/9/2021	5/9/2021	15	$154.95	"$2,308.76"
404	3803	Cala Foods	NH	Northeast-Carter	Bluetooth speaker	Audio-Video	Quarter 2	Second	4/1/2021	4/3/2021	14	$154.95	"$2,107.32"
69	3804	Earthworks Yard Maintenance	IL	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 2	Second	5/21/2021	5/23/2021	16	$285.99	"$4,690.24"
889	3805	Cardinal Stores	VT	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 1	First	3/1/2021	3/2/2021	18	$285.99	"$5,176.42"
1619	3806	Hexa Web Hosting	AK	West-Reyes	Camera	Cameras and Phones	Quarter 4	Fourth	10/19/2021	10/23/2021	13	$299.00	"$3,976.70"
1544	3807	My Footprint Sports	OK	Southwest-Adams	Mobile phone	Cameras and Phones	Quarter 3	Third	9/18/2021	9/22/2021	9	$285.99	"$2,488.11"
1747	3808	Raleigh's	HI	West-Reyes	Tablet computer	Computers	Quarter 3	Third	8/14/2021	8/18/2021	21	$325.00	"$6,695.00"
1259	3809	Realty Zone	MS	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 1	First	2/19/2021	2/25/2021	5	$154.95	$805.74
1106	3810	The Wall	FL	Southeast-Mason	Printer	Printers	Quarter 4	Fourth	11/1/2021	11/4/2021	24	$99.99	"$2,409.76"
1388	3811	Burger Chef	VA	Southeast-Oliver	Video game console	Game Consoles	Quarter 4	Fourth	11/20/2021	11/24/2021	16	$349.00	"$5,514.20"
1842	3812	The Wall	MT	West-Reyes	Television	Audio-Video	Quarter 4	Fourth	12/26/2021	12/28/2021	13	$295.19	"$3,748.91"
1620	3813	Raleigh's	AK	West-Reyes	Printer	Printers	Quarter 4	Fourth	11/7/2021	11/13/2021	15	$99.99	"$1,459.85"
143	3814	Leaps & Bounds Travel	KS	Midwest-Alvarez	Television	Audio-Video	Quarter 2	Second	5/6/2021	5/8/2021	8	$295.19	"$2,243.44"
1142	3815	Fuller & Ackerman Publishing	GA	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 3	Third	8/3/2021	8/3/2021	6	$154.95	$867.72
377	3816	Waccamaw Pottery	DE	Northeast-Carter	Camera	Cameras and Phones	Quarter 2	Second	5/3/2021	5/3/2021	10	$299.00	"$2,960.10"
978	3817	Ecofriendly Sporting	WA	NorthWest-Barnes	Music player	Audio-Video	Quarter 3	Third	7/21/2021	7/22/2021	22	$134.99	"$2,902.29"
824	3818	National Hardgoods Distributors	PA	Northeast-Price	Printer	Printers	Quarter 1	First	3/8/2021	3/11/2021	24	$99.99	"$2,409.76"
522	3819	Keeney's	DE	Northeast-Carter	Laptop	Computers	Quarter 2	Second	4/22/2021	4/22/2021	25	$329.25	"$8,198.33"
784	3820	Hughes & Hatcher	NY	Northeast-Price	Camera	Cameras and Phones	Quarter 4	Fourth	12/29/2021	12/31/2021	23	$299.00	"$6,936.80"
1181	3821	Franklin Simon	KY	Southeast-Oliver	Bluetooth speaker	Audio-Video	Quarter 2	Second	5/16/2021	5/17/2021	10	$154.95	"$1,565.00"
660	3822	Earthworks Yard Maintenance	ME	Northeast-Carter	Tablet computer	Computers	Quarter 1	First	1/21/2021	1/23/2021	8	$325.00	"$2,665.00"
890	3823	The Record Shops at TSS	VT	Northeast-Price	Mobile phone	Cameras and Phones	Quarter 4	Fourth	12/2/2021	12/8/2021	23	$285.99	"$6,549.17"
105	3824	Bodega Club	VT	Northeast-Carter	Tablet computer	Computers	Quarter 2	Second	5/1/2021	5/2/2021	25	$325.00	"$8,060.00"
1510	3825	Infinite Wealth	NM	Southwest-Adams	Laptop	Computers	Quarter 2	Second	4/20/2021	4/22/2021	23	$329.25	"$7,572.75"
